"COU","Country","IND","Indicator","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SWE","Sweden","HPI_RPI","Price to rent ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,114.95764983535,,
"SWE","Sweden","HPI_RPI","Price to rent ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,112.161293688272,,
"SWE","Sweden","HPI_RPI","Price to rent ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,111.145454754407,,
"SWE","Sweden","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,111.20099135802,,
"SWE","Sweden","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,111.499212670833,,
"SWE","Sweden","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,111.80673733369,,
"SWE","Sweden","HPI_RPI","Price to rent ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,111.373801294603,,
"SWE","Sweden","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,111.7876381969,,
"IRL","Ireland","RPI","Rent prices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,101.366312275797,,
"IRL","Ireland","RPI","Rent prices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,102.049222190505,,
"IRL","Ireland","RPI","Rent prices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,102.875851673452,,
"IRL","Ireland","RPI","Rent prices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,104.330165187941,,
"IRL","Ireland","RPI","Rent prices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,104.904273515252,,
"IRL","Ireland","RPI","Rent prices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,105.808021114306,,
"IRL","Ireland","RPI","Rent prices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,107.313849312383,,
"IRL","Ireland","RPI","Rent prices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,108.266809344679,,
"IRL","Ireland","RPI","Rent prices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,109.362757416632,,
"IRL","Ireland","RPI","Rent prices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,110.721994628995,,
"IRL","Ireland","RPI","Rent prices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,111.67130643381,,
"IRL","Ireland","RPI","Rent prices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,113.237897144807,,
"IRL","Ireland","RPI","Rent prices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,114.538316548712,,
"IRL","Ireland","RPI","Rent prices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,115.783188163603,,
"IRL","Ireland","RPI","Rent prices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,117.030573130617,,
"IRL","Ireland","RPI","Rent prices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,117.910113937467,,
"DNK","Denmark","HPI_YDH","Price to income ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.210934360738,,
"DNK","Denmark","HPI_YDH","Price to income ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,100.318644282254,,
"DNK","Denmark","HPI_YDH","Price to income ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,101.317292858168,,
"DNK","Denmark","HPI_YDH","Price to income ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,101.389121347862,,
"DNK","Denmark","HPI_YDH","Price to income ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,101.373036600569,,
"DNK","Denmark","HPI_YDH","Price to income ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,102.130928368485,,
"DNK","Denmark","HPI_YDH","Price to income ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,103.171898041889,,
"DNK","Denmark","HPI_YDH","Price to income ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,103.238052511386,,
"DNK","Denmark","HPI_YDH","Price to income ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,105.124806448528,,
"DNK","Denmark","HPI_YDH","Price to income ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,104.687966864361,,
"DNK","Denmark","HPI_YDH","Price to income ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,104.706487209116,,
"DNK","Denmark","HPI_YDH","Price to income ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,104.519382030494,,
"DNK","Denmark","HPI_YDH","Price to income ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,107.171297909648,,
"DNK","Denmark","HPI_YDH","Price to income ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,110.341751434452,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.177008810448,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,100.463135545032,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,102.549314170827,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,103.159280971335,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,102.482518920593,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,104.391791111,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,104.763732386612,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,105.438949606132,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,106.807234458341,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,107.333739900032,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,108.251462457002,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,108.610965100189,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,108.63787033684,,
"SVN","Slovenia","HPI_RPI","Price to rent ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,108.39635738764,,
"ISR","Israel","HPI","Nominal house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,104.725682960229,,
"ISR","Israel","HPI","Nominal house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,106.452228284647,,
"ISR","Israel","HPI","Nominal house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,108.70917453009,,
"ISR","Israel","HPI","Nominal house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,109.946466792796,,
"ISR","Israel","HPI","Nominal house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,110.221471680368,,
"ISR","Israel","HPI","Nominal house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,111.475864570564,,
"ISR","Israel","HPI","Nominal house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,112.700550509395,,
"ISR","Israel","HPI","Nominal house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,112.198330706176,,
"ISR","Israel","HPI","Nominal house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,110.676733035968,,
"ISR","Israel","HPI","Nominal house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,111.106319135883,,
"ISR","Israel","HPI","Nominal house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,110.58475044442,,
"ISR","Israel","HPI","Nominal house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,110.527566644981,,
"ISR","Israel","HPI","Nominal house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,111.647655495641,,
"ISR","Israel","HPI","Nominal house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,112.462251399737,,
"KOR","Korea","RHP","Real house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,100.9644272595,,
"KOR","Korea","RHP","Real house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,100.553880504174,,
"KOR","Korea","RHP","Real house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,100.259765303337,,
"KOR","Korea","RHP","Real house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,100.279469167092,,
"KOR","Korea","RHP","Real house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,99.9949212437306,,
"KOR","Korea","RHP","Real house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,100.101545220779,,
"KOR","Korea","RHP","Real house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,99.8285784879025,,
"KOR","Korea","RHP","Real house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,100.100362214901,,
"KOR","Korea","RHP","Real house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,100.529695224178,,
"KOR","Korea","RHP","Real house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,100.194647413638,,
"KOR","Korea","RHP","Real house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,99.8604362756168,,
"KOR","Korea","RHP","Real house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,100.010825635142,,
"KOR","Korea","RHP","Real house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,100.421373144383,,
"KOR","Korea","RHP","Real house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,99.1965776918985,,
"KOR","Korea","RHP","Real house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,98.9540368009959,,
"EST","Estonia","RPI","Rent prices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,104.301988747845,,
"EST","Estonia","RPI","Rent prices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,105.757901209654,,
"EST","Estonia","RPI","Rent prices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,106.683787770512,,
"EST","Estonia","RPI","Rent prices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,109.193122271989,,
"EST","Estonia","RPI","Rent prices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,111.782771010026,,
"EST","Estonia","RPI","Rent prices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,110.725484575808,,
"EST","Estonia","RPI","Rent prices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,115.559422500616,,
"EST","Estonia","RPI","Rent prices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,119.05052191355,,
"EST","Estonia","RPI","Rent prices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,119.60680085816,,
"EST","Estonia","RPI","Rent prices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,121.470904250941,,
"EST","Estonia","RPI","Rent prices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,122.406650199557,,
"EST","Estonia","RPI","Rent prices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,124.192944691342,,
"EST","Estonia","RPI","Rent prices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,127.973747402422,,
"EST","Estonia","RPI","Rent prices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,130.353212377172,,
"EST","Estonia","RPI","Rent prices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,131.543915297687,,
"EST","Estonia","RPI","Rent prices, s.a.","2019-Q4","Q4-2019","IDX","Index","0","Units",,,133.917458130054,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,101.372973161089,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,102.613620173338,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,103.611305318239,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,104.724184580432,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,105.741153229262,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,108.0750619088,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,111.612047889291,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,112.045339968986,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,115.104089788924,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,114.904502797929,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,115.272784076869,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,116.667850163306,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2019-Q1","Q1-2019","IDX","Index","0","Units",,,120.546174827523,,
"PRT","Portugal","HPI_YDH","Price to income ratio","2019-Q2","Q2-2019","IDX","Index","0","Units",,,123.418189947496,,
"ZAF","South Africa","HPI","Nominal house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,103.915108792206,,
"ZAF","South Africa","HPI","Nominal house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,105.593012592081,,
"ZAF","South Africa","HPI","Nominal house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,106.12932879204,,
"ZAF","South Africa","HPI","Nominal house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,106.726938391995,,
"ZAF","South Africa","HPI","Nominal house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,108.80324849184,,
"ZAF","South Africa","HPI","Nominal house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,109.983144291751,,
"ZAF","South Africa","HPI","Nominal house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,110.53478389171,,
"ZAF","South Africa","HPI","Nominal house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,111.101746891667,,
"ZAF","South Africa","HPI","Nominal house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,112.327612591575,,
"ZAF","South Africa","HPI","Nominal house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,114.112779691442,,
"ZAF","South Africa","HPI","Nominal house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,114.901930691382,,
"ZAF","South Africa","HPI","Nominal house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,115.760036791318,,
"ZAF","South Africa","HPI","Nominal house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,116.281029691279,,
"ZAF","South Africa","HPI","Nominal house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,117.989580091151,,
"GBR","United Kingdom","HPI","Nominal house price indices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,105.288277881575,,
"GBR","United Kingdom","HPI","Nominal house price indices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,106.564086481351,,
"GBR","United Kingdom","HPI","Nominal house price indices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,107.464716981194,,
"GBR","United Kingdom","HPI","Nominal house price indices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,108.583195780998,,
"GBR","United Kingdom","HPI","Nominal house price indices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,109.907087480766,,
"GBR","United Kingdom","HPI","Nominal house price indices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,111.221449780536,,
"GBR","United Kingdom","HPI","Nominal house price indices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,112.600431080295,,
"GBR","United Kingdom","HPI","Nominal house price indices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,113.606149080119,,
"GBR","United Kingdom","HPI","Nominal house price indices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,114.482940379966,,
"GBR","United Kingdom","HPI","Nominal house price indices, s.a.","2018-Q2","Q2-2018","IDX","Index","0","Units",,,114.992462179876,,
"GBR","United Kingdom","HPI","Nominal house price indices, s.a.","2018-Q3","Q3-2018","IDX","Index","0","Units",,,115.919030179714,,
"GBR","United Kingdom","HPI","Nominal house price indices, s.a.","2018-Q4","Q4-2018","IDX","Index","0","Units",,,116.323108079643,,
"GBR","United Kingdom","HPI","Nominal house price indices, s.a.","2019-Q1","Q1-2019","IDX","Index","0","Units",,,116.335176479641,,
"GBR","United Kingdom","HPI","Nominal house price indices, s.a.","2019-Q2","Q2-2019","IDX","Index","0","Units",,,116.482204279616,,
"GBR","United Kingdom","HPI","Nominal house price indices, s.a.","2019-Q3","Q3-2019","IDX","Index","0","Units",,,117.282401479476,,
"EA","Euro area","HPI_YDH","Price to income ratio","2016-Q1","Q1-2016","IDX","Index","0","Units",,,101.160762371675,,
"EA","Euro area","HPI_YDH","Price to income ratio","2016-Q2","Q2-2016","IDX","Index","0","Units",,,101.493830806364,,
"EA","Euro area","HPI_YDH","Price to income ratio","2016-Q3","Q3-2016","IDX","Index","0","Units",,,102.065823955458,,
"EA","Euro area","HPI_YDH","Price to income ratio","2016-Q4","Q4-2016","IDX","Index","0","Units",,,102.494469974534,,
"EA","Euro area","HPI_YDH","Price to income ratio","2017-Q1","Q1-2017","IDX","Index","0","Units",,,102.774745221505,,
"EA","Euro area","HPI_YDH","Price to income ratio","2017-Q2","Q2-2017","IDX","Index","0","Units",,,103.298607878966,,
"EA","Euro area","HPI_YDH","Price to income ratio","2017-Q3","Q3-2017","IDX","Index","0","Units",,,103.814238867356,,
"EA","Euro area","HPI_YDH","Price to income ratio","2017-Q4","Q4-2017","IDX","Index","0","Units",,,104.566507057191,,
"EA","Euro area","HPI_YDH","Price to income ratio","2018-Q1","Q1-2018","IDX","Index","0","Units",,,104.946569058315,,
"EA","Euro area","HPI_YDH","Price to income ratio","2018-Q2","Q2-2018","IDX","Index","0","Units",,,105.218219102935,,
"EA","Euro area","HPI_YDH","Price to income ratio","2018-Q3","Q3-2018","IDX","Index","0","Units",,,105.813380154578,,
"EA","Euro area","HPI_YDH","Price to income ratio","2018-Q4","Q4-2018","IDX","Index","0","Units",,,106.076421457268,,
"ESP","Spain","RPI","Rent prices, s.a.","2016-Q1","Q1-2016","IDX","Index","0","Units",,,99.8717486961559,,
"ESP","Spain","RPI","Rent prices, s.a.","2016-Q2","Q2-2016","IDX","Index","0","Units",,,99.9193154645677,,
"ESP","Spain","RPI","Rent prices, s.a.","2016-Q3","Q3-2016","IDX","Index","0","Units",,,99.920944276651,,
"ESP","Spain","RPI","Rent prices, s.a.","2016-Q4","Q4-2016","IDX","Index","0","Units",,,99.9363715010919,,
"ESP","Spain","RPI","Rent prices, s.a.","2017-Q1","Q1-2017","IDX","Index","0","Units",,,100.002628522611,,
"ESP","Spain","RPI","Rent prices, s.a.","2017-Q2","Q2-2017","IDX","Index","0","Units",,,100.164319285664,,
"ESP","Spain","RPI","Rent prices, s.a.","2017-Q3","Q3-2017","IDX","Index","0","Units",,,100.407844823437,,
"ESP","Spain","RPI","Rent prices, s.a.","2017-Q4","Q4-2017","IDX","Index","0","Units",,,100.71447759391,,
"ESP","Spain","RPI","Rent prices, s.a.","2018-Q1","Q1-2018","IDX","Index","0","Units",,,101.025005327253,,
